MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Pitch,Energy,ZCR,Spectral_Rolloff,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid,Spectral_Bandwidth,Tempo,Tonnetz_1,Tonnetz_2,Tonnetz_3,Tonnetz_4,Tonnetz_5,Tonnetz_6,Emotion
-325.1803861519271,12.865764938750543,1.6269600657996586,3.4146765491928655,-1.8624002530130175,-2.168266268084073,-4.8583901536450895,-2.2414260882952552,-3.239067108067978,-5.997814297650427,-4.277587123129585,-0.9599408467006314,-2.206807864275278,2011.698393401537,0.014631902799010277,0.3625861829747268,18693.583504098362,0.573590907732466,0.5527043773035202,0.5664464515434088,0.599060247513302,0.6279024891130915,0.6681373665464607,0.615243476258647,0.5796740193794088,0.628978431397114,0.6247867706873695,0.6241432804060815,0.6035671155608385,10267.019948151205,6840.293171942139,130.8139534883721,-0.022347464769672764,0.02265343664376654,-0.0067740261141526,-0.017663766647890627,-0.006545271496487982,-0.0017625650010400003,Angry
-335.7265931642213,10.703801084938947,6.502462535443204,4.787452173918749,-0.06349604859149778,0.5215375549337896,-3.629037034972999,-5.102236096148225,-4.869852620619718,-5.087185929509946,-3.150705526003218,-1.918523473592343,-3.3098613194680992,1992.4705600030563,0.011791584081947803,0.36894385494402987,19402.122201492537,0.6522402788732048,0.6683467995509461,0.6495885197995979,0.6186393394311634,0.5927203204707809,0.6161385776592494,0.5985540775202298,0.5473803210776826,0.567781111817094,0.5762037031756831,0.6080402383847109,0.6400429424697047,10608.302307735898,7035.829653448443,127.8409090909091,0.0005611552264355408,0.0075931290875200985,-0.01622232153107033,0.0007898815339053986,-0.005103747749333239,-6.708693041429415e-06,Fearful
-304.94999146653936,18.981962505671245,-11.253010784770952,-4.290860399040987,-2.602833645133316,-3.690805860794718,-10.174205995900401,-6.624877832499026,-7.742556314572581,-7.776521985945083,-4.940422308280041,-2.6313789012223574,-6.2642217696241245,2047.1473394678499,0.04072415456175804,0.31581641737891736,16880.87606837607,0.5333687525957137,0.5150731576296218,0.5282576951555537,0.4821687736252493,0.4911813940759837,0.5401964789348213,0.5478984726880262,0.5801361408725582,0.5702444368635867,0.5646042518042969,0.5703775218450431,0.5767459055607543,9227.81251425562,6562.556498941675,125.0,-0.00662006050056047,-0.006472049745964326,-0.0018718377764257456,-0.015228536828075519,-0.009309308607530613,-0.00015759340471431253,Fearful
-310.9659381662441,20.989807036181993,-1.8880094967844452,2.374011772773566,-0.8846966633007831,-5.446877468400008,-9.16231914071834,-1.5045245745465408,-3.2670572887196405,-6.944357168810405,-4.609200108095138,-1.4007692105790293,-3.0308003156502172,2028.3750557285769,0.026196861639618874,0.33591786402479895,17785.98357908847,0.5993120684307635,0.6207771429428236,0.5945744317437013,0.6184377870739796,0.6191833274746844,0.6200694639458098,0.5861651665587241,0.5134583854538284,0.5176590890829094,0.5452459110417287,0.5488166966449631,0.5670968882243305,9692.268048652693,6718.761659094145,108.17307692307692,-0.015702058084486305,0.014209623425066377,-0.032700469180467796,0.0013405945340191285,-0.006429166754675762,0.008293014147406512,Angry
-342.55962925944044,7.576770197408792,5.552586632661789,5.153058826566333,1.9353958546566334,-0.3988538917410422,-1.6138387915063714,-2.623050821828906,-4.246733959485063,-3.9075295933631193,-3.1080652343691697,-2.162481865988544,-1.632774042491376,2013.628375376655,0.007576692383736372,0.4008899408545198,19919.491525423728,0.6459525129790367,0.6325293181857573,0.6199395662600039,0.6137832914510566,0.640867988796235,0.6412000909212043,0.6693676554846435,0.6375656094991318,0.6333479970885106,0.6012269143393496,0.586157434436575,0.6171367468414803,11130.267369508712,7108.284245951691,137.1951219512195,-0.014298337062336361,0.01794010335993073,0.015175193398740692,0.026377707202829254,-0.002656086042455767,-0.004872051295483629,Disgust
-348.01192916417796,4.085962249283903,4.933914453106901,3.353120051690954,0.951603929225353,-0.2017309932651457,-1.3388353800416897,-2.503002046539829,-2.7980663858271257,-2.3130577475668606,-1.6662302178793522,-1.718536758467351,-2.0077663932521763,2026.1140928052216,0.006403015460819006,0.4295371494684751,20169.034090909092,0.6421857694098618,0.6471112925561645,0.6649635688036822,0.6798427757472684,0.6944772996198405,0.7299771084925708,0.726507302953221,0.6392425750580384,0.5731783331423299,0.571005028425307,0.609553336139941,0.6553343855264598,11471.256447675207,7085.190579130986,130.8139534883721,-0.006517917881907928,0.0020825903475197153,0.006670237975074519,-0.017254094972421665,-0.002052681223184607,-0.0018266259532114116,Sad
-339.40595841763826,7.971298260241508,5.143300956006145,2.8834525844292913,-1.100189920553098,0.12824680271058336,-4.0086288686861655,-6.4008036905569625,-4.880536686139866,-3.414001138372875,-2.2559211913417068,-1.4191738514616619,-2.8053001082183293,2008.1422439352489,0.008988799527287483,0.38568932514245013,19721.42094017094,0.7501256875133583,0.6729216085348794,0.6376723836317088,0.588215906700556,0.5575788296032909,0.5568741584370679,0.5560923078117525,0.5536379479477185,0.5541389696709538,0.567284508308483,0.6080177917245269,0.694404801645999,10947.689731857134,7065.765059158194,122.28260869565217,-0.004334484105643568,0.029584279305701913,0.02364013716381973,0.020551720910633887,0.0009226302552136343,0.014913393944422279,Sad
-333.34384194264453,9.089504544091929,7.397218747750424,8.568969182079002,-0.6510971801778406,1.0416231019834923,-3.3607518486330696,-3.5818319746632548,-2.5357378054565056,-4.097358180780145,-3.483846522868738,-1.852927203700329,-3.131690771077213,1994.5111374254886,0.011378169991075993,0.36566602569265466,19220.985019329895,0.5849322706098478,0.5687845508990829,0.5659150270989275,0.5855202621220077,0.6327656382075854,0.64145276247604,0.6076375903117758,0.5852644998016688,0.6057954927710637,0.6120415516046422,0.5673557075343407,0.5753248978312342,10617.781165507236,6946.072545207578,122.28260869565217,0.01358390338926859,0.00305759177790929,-0.021219613068865762,0.0414898689868195,0.0028435893174625355,-0.012341357731541202,Disgust
-318.1348154974404,17.837473530929525,0.6205788837058221,0.2397117478150236,-3.1518559433011983,-2.9683341051246694,-8.654429156942152,-7.688644811815848,-6.573923618747172,-5.477030238740616,-4.420873131650048,-2.9201512550681983,-4.218699320148547,2002.6751957023769,0.01967870257794857,0.34176043610074625,18177.495335820895,0.6038827932293693,0.6472200374301214,0.6354771288180207,0.61055435901337,0.6199241916083881,0.6212539691418751,0.5727010821498045,0.5410166814889757,0.5562951385919324,0.5628230901896393,0.5890780963346284,0.5971854457850988,9898.277435716009,6789.764677666586,133.92857142857142,-0.022686550096247395,0.003081306349051249,-0.009307160305177356,0.0043078524462333515,0.003407298017692274,-0.00449858370362263,Surprised
-339.8868013961534,10.592601214507196,4.057663303021134,1.023363922794054,-0.1115170898686151,-1.9513562972031415,-4.101888489591065,-4.646982491279088,-3.7207607425928457,-2.4918812014925344,-1.5200231584391577,-1.8744930873654804,-2.8236257379647633,2012.2937060131212,0.00896276906132698,0.38886012801204817,19813.300075301206,0.6402282341538355,0.6472657640929786,0.6218751012684173,0.634741048482322,0.679563926938994,0.6798043615442156,0.6329426681833255,0.5764834527769341,0.6201552380668609,0.622472675197813,0.5968898588952106,0.6339672273663132,10921.108198418156,7137.918751161972,127.8409090909091,-0.009279210106420428,0.00019045656726593624,-0.03494526355927719,0.01459882805943015,-0.0031831706824813747,0.0019838958308048458,Surprised
