MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Pitch,Energy,ZCR,Spectral_Rolloff,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid,Spectral_Bandwidth,Tempo,Tonnetz_1,Tonnetz_2,Tonnetz_3,Tonnetz_4,Tonnetz_5,Tonnetz_6,Emotion
-268.68170227714035,7.887451734675131,2.4313594476355713,2.7367139611337916,-1.173429965525743,-1.5431548470957441,-3.497186666382524,-1.8855514108068558,-2.3565846196644884,-4.891089184400916,-3.340465476030451,-0.4747051311367748,-1.4727866447296853,2032.104718305355,0.018200624734163284,0.39303038550204916,19538.48616803279,0.6041454463450299,0.5832474984824877,0.6007567796015688,0.6303384269760512,0.6478433075622687,0.6799440617922865,0.633738668274655,0.60592320954638,0.6582403075170702,0.6496242314268573,0.6558379977864581,0.6303886948932398,10871.751483995322,6981.118474036318,130.8139534883721,-0.014901874171777385,0.018824303778455877,-0.007775234383558023,-0.009706631265534012,-0.005752101710562487,-0.006412493853243549,Angry
-276.3961064690192,4.872455032308844,5.375880268478489,4.4537596921804905,0.30222466462734615,0.18343382661253468,-2.62593521984997,-3.8431560718261153,-3.2399642188047193,-3.1674720797097793,-2.544207050249172,-2.13610073965212,-2.9559086976533506,2018.4292698503532,0.015580588951706886,0.3992974580223881,19939.855410447763,0.6678296650506396,0.6793087159304477,0.6712425819624406,0.6421181675790535,0.6252512876607136,0.6303039966982061,0.60719031202448,0.5642926041215359,0.5806885619246933,0.5966810969918865,0.6305519289032012,0.67026375016212,11188.779075673137,7070.875902017663,130.8139534883721,-0.010154900758067322,0.015076040695423112,-0.009639657843616898,-0.00026924016097098417,-0.0007612862014682144,0.0044726968899730405,Fearful
-255.18996893204897,13.12561326145661,-6.758727766620612,-3.735614959019642,-2.253437487079818,-3.5147384761232376,-7.632825682295725,-5.77327268980869,-5.635765733337968,-6.232512415351724,-4.031563404624735,-3.0318408010713442,-4.6838441689578625,2051.151080694515,0.04381491616368294,0.341220953525641,18380.275106837606,0.5680993998340144,0.5521327341584109,0.567375342081411,0.5444240076275846,0.5286518852660138,0.5632955363027097,0.5984121181566082,0.5998309293211601,0.6041903527284672,0.5829994651052399,0.5858046033796054,0.5830585504634338,9903.362312428759,6852.762154202903,125.0,-0.0032375925338882314,0.00093371957309757,0.005498138297193517,-0.017946043575387753,-0.004561904251848709,-0.007945703582713832,Fearful
-258.3579918959901,14.22743765011831,-0.997476412938071,1.4667529758030222,-0.3692106020093105,-5.006417953080267,-6.888958461945946,-1.2519047075523015,-2.4414593459073557,-5.716926861363205,-3.5585453004452914,-0.4538117461004515,-1.7661756998872598,2041.1959023134461,0.029507838189601898,0.36253508294235925,18854.997486595174,0.632434566685768,0.6222326916980513,0.6077979357767249,0.6371405762769284,0.6465257845169621,0.629276391295591,0.5687340744902518,0.535022056038494,0.5687002905577421,0.578559314154579,0.5735281992452896,0.5975254546735923,10298.793377827491,6922.088615149599,127.8409090909091,-0.011755876342671988,0.007232025831372155,-0.031788673661441794,-0.0006983998999685324,-0.0008557371033291576,0.0048063576859027676,Angry
-281.1195306588715,2.2911072625971243,3.8835480013157038,3.4989097138997702,1.247288623967023,-0.025612828579955744,-0.7242405385207006,-1.5942962048143774,-2.1883640666758817,-2.435440517783733,-1.9208517161731835,-1.1936915250439937,-1.169784478588295,2045.5403852173365,0.011833163909614086,0.4415800450211864,20204.382944915254,0.6861088880500669,0.6551758605671322,0.6617342901237537,0.6744774450313946,0.6865921546906448,0.7197991787199519,0.6899196196919686,0.6668024906551728,0.6657809257395688,0.6419851120621455,0.6519645369735549,0.6824335778480842,11558.384220200036,7060.489314509706,133.92857142857142,-0.007554681275120199,0.025782691903434678,0.014464143426049953,0.017975531236011835,0.0022137413489045476,-0.005687039379346372,Disgust
-284.1127328974571,0.23713759789580433,3.3408896142006133,2.2760233647266053,0.5039063079356003,-0.44114307323375673,-1.356256189105525,-1.6083679767772607,-1.4249260170012552,-1.1764730041973277,-1.003124725700267,-1.2553035883008241,-1.550914368438806,2051.724229500914,0.010923033580183983,0.4632929916605572,20300.311583577713,0.6685521520952195,0.6902550490799698,0.7006252245167875,0.6993986261047898,0.7068417317647571,0.7174855962444704,0.7716719228399029,0.7096461233036576,0.6458838903444565,0.6145005081765952,0.6324945150689435,0.6725858261624195,11753.912285069722,7023.271935209433,130.8139534883721,0.004869217508629068,-0.007563717438497885,0.006693677066929302,-0.014088977578962146,-4.13314672160313e-05,-0.0016898703345158384,Sad
-279.24635514900143,2.719286485169246,4.312883195479946,3.353409841645325,-0.037505368522922446,-0.12675356673718735,-2.7564487822246733,-4.511481337125418,-3.512047207329529,-3.265750617846832,-2.2561925927902866,-1.197573277926875,-1.8517829317582046,2026.3026425193382,0.012973269447684288,0.4231520432692308,20126.068376068375,0.7523998662854642,0.7123278168934111,0.6617337348206728,0.6283424316748365,0.6145135121284596,0.6039555512621965,0.60441969824561,0.5936260163803078,0.5842103725354851,0.6079104816610097,0.6314530026718035,0.6881121604250117,11449.473914010045,7053.627679594145,127.8409090909091,-0.009542284101407053,0.012859321784009316,0.01842956012429421,0.022231342445739107,-0.0037927946925443968,0.012476710918469271,Sad
-275.0592460654248,4.2773250288446185,6.008470174938057,6.3064942970606905,-0.21931192814028197,0.9894591168906812,-2.127475547080982,-3.0299606962739567,-1.9861538200738487,-2.802721270351391,-2.1464527761946597,-1.309143438922135,-2.455708184693794,2021.9200684048346,0.015065978281199932,0.4047738301385309,19787.411404639177,0.6147580508137855,0.5934195286691152,0.591345362736877,0.6186629389620808,0.6533257292770744,0.6611873854427894,0.630895164420731,0.6026951774191923,0.6243538059144045,0.6424196365150212,0.6077295790608054,0.6092568117939106,11197.338018532919,6996.309494084693,125.0,0.013759749237387585,0.006838954685813798,-0.013823681191171524,0.03371417279543085,0.0011023348176765792,-0.006209693630186517,Disgust
-263.98329237335344,11.369877043488986,2.202649171841137,1.042010621896971,-2.219783076115828,-2.596900816281878,-6.685100376832361,-5.7777909013376325,-4.289742459084499,-4.158942327560019,-3.3163136099504125,-2.3858180525317167,-3.1362878608727196,2019.2442723125425,0.023017365485429764,0.36585820895522386,19233.09235074627,0.6225464622032522,0.6691586295778107,0.6394707089935098,0.6165242146387384,0.6238431990030192,0.6249283102284551,0.577020591852047,0.5385274757340393,0.571752645307145,0.5706909751328215,0.588976566459703,0.5959780467377274,10545.666346470864,6975.987331036586,133.92857142857142,-0.009655031879838263,-0.003941350108702012,-0.01693598769467874,0.003232852016226288,0.004572661118124193,-0.006933961931646242,Surprised
-279.37581577300523,4.362526506051436,3.495262519939275,1.7271816908546433,0.10041534720727895,-1.4180737321618078,-2.941920503306709,-3.611819931682606,-3.304258066796684,-2.1630968951101317,-1.08418495118004,-0.6285923227439759,-1.4755440838939755,2027.6423687133133,0.013034561648964882,0.4242884624435241,20129.353350903613,0.6640218462995037,0.6440902793226801,0.6469484704919061,0.6626878406927453,0.6883509416833118,0.6846976738741458,0.6409404682276343,0.6052863490262849,0.6484435428031033,0.6357112471222427,0.6366356224600362,0.6661911953274451,11415.998403401356,7095.388019153452,127.8409090909091,-0.008677730538508349,0.00367207806665205,-0.016053313863855372,0.018805477188659065,0.000861589141685759,-0.0004842398799772536,Surprised
-270.2514203944472,7.8313211281032,3.6089611043755827,2.8078540499363687,-0.6822889629249722,-0.3145312222604059,-3.542890685162668,-3.3096195712843217,-2.544967101089424,-3.62962044939911,-1.6995726949380576,0.3573114600555699,-1.3341213828434395,2033.3617875088444,0.017692608758807182,0.39041436887254904,19632.352941176472,0.634302453963258,0.6067563089011134,0.5907532270697712,0.6020738846164866,0.6221710079344708,0.6531965449271045,0.6398908693068182,0.6121158718139688,0.6171382440737772,0.6446046170693299,0.6973740235252388,0.6634589378304168,10947.297582842872,7010.540989118646,119.68085106382979,-0.02061316959193367,0.0065724952393098725,-0.01963309790571812,-0.02556104355578143,0.016240225929161193,0.0012744050767598842,Happy
-276.0633798243078,6.2368821157294,3.174860690944925,1.597676035531529,0.6697424408093917,-0.3469108748434988,-1.9672028694676325,-2.4232895661065035,-2.5529925700318086,-2.552401141231068,-1.8494948487871619,-1.3462660588179047,-1.7884179008144065,2031.8019334044873,0.01467693317681551,0.41020578577898553,20017.866847826088,0.6723406409833752,0.6311850300555399,0.6268256895252783,0.6498813729612585,0.678462643105244,0.7053520848499154,0.6368887896616274,0.5751591588213355,0.5906695304024195,0.6296482438233867,0.6426111215050956,0.662335266055295,11236.72536274996,7104.25346644518,119.68085106382979,0.010100638829243643,0.017308146599990876,-0.016424980090201786,0.022711618930552936,-0.0005984225807105766,0.010462062984596815,Happy
-283.98541330492264,0.30494955424063463,3.3074851439361463,2.4672351111979687,1.3226927284993735,0.3850271269894569,-0.7863213588168361,-1.5994013482066098,-2.0131788876348162,-1.8496301921141294,-1.197127898362206,-1.2344617938041988,-1.4453660910268789,2054.83168864854,0.011035199277102947,0.46233912276170797,20301.846590909092,0.6720805237797414,0.685592119107574,0.7021723730699843,0.7052237251053101,0.7165397436435834,0.7177224084792986,0.6877530771232514,0.6514814085681009,0.663076668343854,0.6718927846037152,0.6770771924804145,0.6743134320930186,11742.334315942211,7032.1066928763785,127.8409090909091,0.002711007219036745,0.009614678391793518,-0.0057549956746675325,-0.0058462189595814154,0.0013699044892004953,-0.005241830599212482,Calm
-280.3110005948017,3.3055529332789098,4.820161687999161,3.196598555232175,0.8099054515641381,-0.11374901373948343,-2.0923584189379727,-2.9531319076843263,-2.4826160742425687,-1.7995160856758137,-1.09586274777622,-1.2515456950906332,-1.0297077953654938,2032.8028835831556,0.011915897019207478,0.43871560167910445,20192.77052238806,0.6575111740732806,0.6658943696084543,0.6482562777695283,0.6426396676974665,0.6700119900882068,0.6993789850137107,0.6716054238098519,0.6295892357137127,0.6882514398731968,0.6654740235702946,0.6338590839511029,0.6273997603309374,11562.474549643763,7057.355807015464,130.8139534883721,-0.010528622879002377,-0.01031414870732976,-0.022542655499711173,0.014837409042911653,-0.010912708564929352,0.00043249625663416394,Neutral
