Energy,MFCC_1,MFCC_3,MFCC_4,MFCC_6,MFCC_2,MFCC_9,MFCC_5,MFCC_10,MFCC_13,ZCR,MFCC_7,MFCC_8,MFCC_12,MFCC_11,Pitch,Spectral_Rolloff,Emotion
0.0116572584956884,-563.2865600585938,-6.105738162994385,10.458234786987305,-0.3315175473690033,49.64883804321289,-10.08036994934082,-5.491734027862549,-7.562868118286133,-4.365170478820801,0.074034643954918,-9.950891494750977,-0.9074123501777648,-1.2832766771316528,-8.875397682189941,1806.4908447265625,9398.629610655738,Angry
0.0086919097229838,-582.4150390625,-6.217735767364502,7.703193664550781,4.751631736755371,53.8277587890625,-12.881446838378906,-1.5356783866882324,-9.406087875366213,-7.476512908935547,0.0707264458955223,-11.035255432128906,-6.731741905212402,0.4331896305084228,-5.080707550048828,1884.57177734375,7682.5326492537315,Fearful
0.0382285118103027,-418.4998779296875,-25.59210777282715,-2.8347980976104736,-2.1065917015075684,39.59127426147461,-12.406195640563965,-5.696198463439941,-9.510558128356934,-9.490371704101562,0.1176201366631054,-18.4929256439209,-7.546037673950195,-1.2075871229171753,-6.937021255493164,2051.54638671875,10376.402243589744,Fearful
0.023400479927659,-470.210693359375,-8.505513191223145,5.728758335113525,-2.5719056129455566,48.58982467651367,-6.639500617980957,-3.0265071392059326,-8.884906768798828,-5.094511032104492,0.0707981631199732,-14.422110557556152,0.1610439568758011,0.9303704500198364,-6.192270278930664,1772.774658203125,9022.18079758713,Angry
0.0041613182984292,-650.4923095703125,0.8292191624641418,11.523897171020508,3.5913171768188477,64.39037322998047,-12.072954177856444,-0.3586220741271972,-4.1151204109191895,-3.342395067214966,0.062740002648305,-6.460954189300537,0.6406635642051697,1.0929083824157717,-5.8277153968811035,1867.2657470703125,8093.352754237288,Disgust
0.0026718066073954,-699.4721069335938,7.297576427459717,10.884042739868164,2.345424175262451,72.06031036376953,-11.09262752532959,3.873194456100464,-4.559789180755615,-6.4008002281188965,0.0594743745417888,-9.802933692932127,-5.979671955108643,-1.7496174573898315,-3.8955485820770264,1684.219482421875,9952.552236070382,Sad
0.0057831280864775,-634.4852905273438,-6.566928386688232,7.721408367156982,6.9913554191589355,71.03974151611328,-16.92611312866211,-0.3054223656654358,-4.678616523742676,-9.09696102142334,0.0845658609330484,-15.028292655944824,-12.167974472045898,-0.923980474472046,-3.3898425102233887,1859.801513671875,10829.126602564103,Sad
0.0084235835820436,-600.0875244140625,6.06459903717041,18.24707794189453,7.751212120056152,59.866695404052734,-10.890645027160645,-2.0502331256866455,-7.045820236206055,-6.358902931213379,0.0837037391269329,-12.605536460876465,-2.612661838531494,2.0695343017578125,-7.597345352172852,1601.85302734375,9973.683150773197,Disgust
0.0167405307292938,-538.6835327148438,-7.990157127380371,1.0590999126434326,1.435333013534546,53.071048736572266,-11.94677448272705,-5.061295509338379,-6.214511394500732,-9.163766860961914,0.0953416511194029,-16.12151336669922,-7.494620323181152,-1.7555794715881348,-7.865437030792236,1825.6341552734375,11545.242537313432,Surprised
0.0055340644903481,-634.4155883789062,-4.737706184387207,2.859660387039185,-0.0255046058446168,60.70073699951172,-9.782394409179688,-0.4971236288547516,-4.028159141540527,-7.360800266265869,0.0539462537650602,-11.302062034606934,-6.281991481781006,-1.5207690000534058,-2.6037018299102783,1803.4136962890625,7859.116152108434,Surprised
0.0110752321779727,-554.533203125,-7.927262306213379,5.601349830627441,3.424510717391968,52.55882263183594,-8.314220428466797,-0.7564608454704285,-6.799661636352539,-3.927042245864868,0.0946663821778711,-13.465367317199709,-4.805654525756836,1.1086126565933228,-3.56982684135437,1839.31396484375,9955.29149159664,Happy
0.0075251180678606,-593.4962158203125,-7.237171649932861,7.515977382659912,4.3287577629089355,56.98053741455078,-8.243587493896484,2.231407880783081,-3.294952392578125,-5.513164520263672,0.0683706974637681,-9.237195014953612,-2.9362807273864746,-0.7313612103462219,-1.6675328016281128,1899.5467529296875,12010.258152173914,Happy
0.0029178136028349,-674.0994262695312,3.5603363513946533,9.729161262512209,4.42030143737793,62.795066833496094,-8.61971378326416,-0.0238489415496587,-1.4153316020965576,-5.495179653167725,0.0621664084022038,-9.83937168121338,-3.7491683959960938,-2.656625986099243,-2.382402181625366,1867.5181884765625,10819.473140495867,Calm
0.004280294291675,-665.2717895507812,5.258662223815918,13.236382484436035,6.644536972045898,57.93363571166992,-8.907587051391602,0.6685572266578674,-3.728565216064453,-4.504299640655518,0.070000583022388,-11.583322525024414,-4.477790832519531,-3.317338466644287,-3.0972328186035156,1713.279541015625,8829.430970149253,Neutral
0.0030938126146793,-690.6874389648438,8.065510749816895,16.855113983154297,8.735891342163086,57.28739547729492,-8.185371398925781,0.4650114774703979,-2.8935623168945312,-6.247130393981934,0.0585376728816526,-13.02431583404541,-4.503687381744385,-2.1193270683288574,-4.409371852874756,1819.0888671875,10283.547794117649,Calm
0.0110954577103257,-567.0823974609375,-11.601362228393556,2.5131051540374756,2.512794256210327,57.704227447509766,-10.475638389587402,-0.6057679057121277,-7.112624168395996,-6.385458946228027,0.0681759246998587,-10.712159156799316,-4.476675510406494,0.4158807098865509,-4.61799430847168,1863.974853515625,9379.965572033898,Happy
0.0067794318310916,-598.6889038085938,-1.4237769842147827,7.48705005645752,5.545228481292725,55.58522415161133,-8.577681541442871,1.955167531967163,-4.661827087402344,-5.667054176330566,0.087062911769943,-10.158370018005373,-5.569572925567627,-1.2116817235946655,-4.122369766235352,1592.1241455078125,12208.6672008547,Happy
0.0030735961627215,-696.0972290039062,7.069855213165283,14.015483856201172,9.011341094970703,66.14794158935547,-8.274954795837402,-3.4265501499176025,-2.62354040145874,-4.876340866088867,0.0621826855742296,-12.010906219482422,-6.854056358337402,-1.387210488319397,-5.3353657722473145,1780.499755859375,9517.594537815126,Calm
0.0030930719804018,-677.4262084960938,6.553034782409668,15.260473251342772,8.824959754943848,69.57673645019531,-5.388324737548828,2.2042477130889893,-2.376211166381836,-5.576415538787842,0.0573118435778236,-12.81968879699707,-4.031022548675537,-4.487965106964111,-2.483878374099731,1737.8131103515625,7629.261363636364,Calm
0.002740011550486,-693.5733032226562,8.307068824768066,12.569411277770996,5.631783962249756,69.53658294677734,-6.655187129974365,1.820407748222351,-3.853361129760742,-4.994950771331787,0.0565488114316239,-9.47246551513672,-2.6315364837646484,-1.851171612739563,-4.374628067016602,1742.9910888671875,8379.00641025641,Neutral
0.0077145416289567,-599.0252075195312,-5.274423599243164,4.398027420043945,2.264465093612671,59.32427978515625,-10.801558494567873,1.4660528898239136,-8.760663986206055,-6.510923385620117,0.0637613932291666,-11.35067081451416,-3.8268909454345703,-0.1986055970191955,-5.855504035949707,1953.25146484375,9364.762931034482,Fearful
0.0139790214598178,-513.6866455078125,-4.283085823059082,7.829136848449707,0.783364474773407,51.9394645690918,-5.2683424949646,-2.169694185256958,-7.898558139801025,-3.793179750442505,0.0756212599734042,-10.925152778625488,-0.3448541164398193,0.6178690195083618,-7.829548358917236,1824.9599609375,11180.622506648937,Angry
0.0280425902456045,-467.1768798828125,-12.171491622924805,3.800766468048096,-1.930092215538025,41.28919982910156,-5.875142574310303,-4.444031715393066,-11.244269371032717,-5.315360069274902,0.0891317796956806,-15.296289443969728,0.3972344994544983,2.8042068481445312,-6.740288734436035,1757.1768798828125,9442.981020942409,Angry
0.0345728248357772,-432.5458068847656,-28.74671745300293,-1.8991930484771729,-1.095944881439209,41.63201904296875,-12.86724090576172,-6.89436149597168,-14.555252075195312,-10.029803276062012,0.106846820877259,-20.13628387451172,-6.9980926513671875,0.3316667079925537,-8.496088981628418,1998.733642578125,10569.18298192771,Fearful
0.003296451177448,-703.0358276367188,5.328858852386475,11.109312057495115,7.8754377365112305,57.28433990478515,-11.640912055969238,1.660075545310974,-2.94670033454895,-6.490074157714844,0.062786865234375,-9.224847793579102,-3.4114251136779785,-0.1188636049628257,-4.4696831703186035,1844.143798828125,10229.00390625,Sad
0.0067896493710577,-609.255615234375,2.7715017795562744,11.167488098144531,4.9648308753967285,59.13850402832031,-7.926785469055176,1.1004583835601809,-4.641063690185547,-4.859541893005371,0.0682456856343283,-7.206599235534668,-4.531483173370361,-0.8024744987487793,-4.488955974578857,1835.4139404296875,9273.414179104477,Disgust
0.0055481167510151,-588.1022338867188,0.6493011713027954,11.139724731445312,1.6682473421096802,58.794395446777344,-11.602620124816896,0.2956487834453583,-6.551627159118652,-3.4129559993743896,0.071108717415201,-10.77380084991455,0.4792895913124084,3.0202906131744385,-5.473849773406982,1877.1683349609375,8837.17415201005,Disgust
0.0039354893378913,-641.3743896484375,-8.787224769592285,5.240327835083008,5.285519123077393,74.08120727539062,-17.02057456970215,4.550489902496338,-9.249638557434082,-8.128353118896484,0.073509281517094,-12.394576072692873,-9.864649772644045,-0.3502967357635498,-3.117851495742798,1930.2490234375,9066.439636752137,Sad
0.011474966071546,-568.800048828125,-7.174295902252197,2.839056491851806,-2.8390350341796875,58.65653991699219,-8.78493881225586,-4.236921787261963,-4.233707427978516,-6.706843852996826,0.0630662297628012,-13.680381774902344,-4.462887763977051,-3.897911787033081,-6.444661617279053,1781.63232421875,8880.694653614459,Surprised
